periodo,afp,monto_ca_miles_soles,suma_pct_reportada,registros,total_fp_miles_soles,objetivo_monto_miles_soles,objetivo_pct,objetivo,escenario,ratio_ca_objetivo,error_abs_pct,pct_calculado_sobre_total_fp,dif_pct_interno_pp
2015-01,Habitat,127329.36288098981,127.01616490487494,46,100246.5811940938,63324.8449145881,63.169081838293145,total_exterior,antes,2.0107331183002555,101.07331183002555,127.01616490487521,2.7000623958883807e-13
2015-01,Habitat,127329.36288098981,127.01616490487494,46,100246.5811940938,62645.1718627745,62.49108061000423,rv_y_fondos_exterior,antes,2.0325487039912242,103.25487039912242,127.01616490487521,2.7000623958883807e-13
2015-01,Habitat,127329.36288098981,127.01616490487494,46,100246.5811940938,62645.1718627745,62.49108061000423,fondos_exterior_amplio,antes,2.0325487039912242,103.25487039912242,127.01616490487521,2.7000623958883807e-13
2015-01,Habitat,127329.36288098981,127.01616490487494,46,100246.5811940938,62645.1718627745,62.49108061000423,administradoras_fondos_exterior,antes,2.0325487039912242,103.25487039912242,127.01616490487521,2.7000623958883807e-13
2015-01,Habitat,127329.36288098981,127.01616490487494,46,100246.5811940938,62645.1718627745,62.49108061000423,fondos_mutuos_mas_etf,antes,2.0325487039912242,103.25487039912242,127.01616490487521,2.7000623958883807e-13
2015-01,Habitat,127329.36288098981,127.01616490487494,46,100246.5811940938,62645.1718627745,62.49108061000423,fondos_mutuos_exterior,antes,2.0325487039912242,103.25487039912242,127.01616490487521,2.7000623958883807e-13
2015-01,Integra,10017172.414142208,119.24397349250793,99,8400569.1195552,5017774.973323989,59.731369409762976,total_exterior,antes,1.9963375136183927,99.63375136183927,119.24397349250793,0.0
2015-01,Integra,10017172.414142208,119.24397349250793,99,8400569.1195552,4750377.916589933,56.54828677656855,rv_y_fondos_exterior,antes,2.108710631033973,110.87106310339729,119.24397349250793,0.0
2015-01,Integra,10017172.414142208,119.24397349250793,99,8400569.1195552,4718355.775568127,56.16709663854249,fondos_exterior_amplio,antes,2.123021851385521,112.30218513855208,119.24397349250793,0.0
2015-01,Integra,10017172.414142208,119.24397349250793,99,8400569.1195552,4718355.775568127,56.16709663854249,administradoras_fondos_exterior,antes,2.123021851385521,112.30218513855208,119.24397349250793,0.0
2015-01,Integra,10017172.414142208,119.24397349250793,99,8400569.1195552,4718355.775568127,56.16709663854249,fondos_mutuos_mas_etf,antes,2.123021851385521,112.30218513855208,119.24397349250793,0.0
2015-01,Integra,10017172.414142208,119.24397349250793,99,8400569.1195552,4718355.775568127,56.16709663854249,fondos_mutuos_exterior,antes,2.123021851385521,112.30218513855208,119.24397349250793,0.0
2015-01,Prima,9123996.08332462,113.61321889363724,74,8030752.206630416,4543462.126603353,56.57579775468781,total_exterior,antes,2.008159379144122,100.81593791441219,113.61321889363727,2.842170943040401e-14
2015-01,Prima,9123996.08332462,113.61321889363724,74,8030752.206630416,4416717.923342365,54.997561992957486,rv_y_fondos_exterior,antes,2.0657864599195435,106.57864599195435,113.61321889363727,2.842170943040401e-14
2015-01,Prima,9123996.08332462,113.61321889363724,74,8030752.206630416,4327670.73069036,53.88873444653556,fondos_exterior_amplio,antes,2.1082925784118376,110.82925784118376,113.61321889363727,2.842170943040401e-14
2015-01,Prima,9123996.08332462,113.61321889363724,74,8030752.206630416,4327670.73069036,53.88873444653556,administradoras_fondos_exterior,antes,2.1082925784118376,110.82925784118376,113.61321889363727,2.842170943040401e-14
2015-01,Prima,9123996.08332462,113.61321889363724,74,8030752.206630416,4327670.73069036,53.88873444653556,fondos_mutuos_mas_etf,antes,2.1082925784118376,110.82925784118376,113.61321889363727,2.842170943040401e-14
2015-01,Prima,9123996.08332462,113.61321889363724,74,8030752.206630416,4327670.73069036,53.88873444653556,fondos_mutuos_exterior,antes,2.1082925784118376,110.82925784118376,113.61321889363727,2.842170943040401e-14
2015-01,Profuturo,6842089.573386067,126.7727430820926,78,5397129.861704912,3405711.9822542835,63.10227972128958,total_exterior,antes,2.0090041697704577,100.90041697704577,126.77274308209259,1.4210854715202004e-14
2015-01,Profuturo,6842089.573386067,126.7727430820926,78,5397129.861704912,3241345.3649067422,60.056834798539114,rv_y_fondos_exterior,antes,2.1108795278231396,111.08795278231396,126.77274308209259,1.4210854715202004e-14
2015-01,Profuturo,6842089.573386067,126.7727430820926,78,5397129.861704912,2958580.799982422,54.8176693129972,fondos_exterior_amplio,antes,2.3126255579792576,131.26255579792576,126.77274308209259,1.4210854715202004e-14
2015-01,Profuturo,6842089.573386067,126.7727430820926,78,5397129.861704912,2958580.799982422,54.8176693129972,administradoras_fondos_exterior,antes,2.3126255579792576,131.26255579792576,126.77274308209259,1.4210854715202004e-14
2015-01,Profuturo,6842089.573386067,126.7727430820926,78,5397129.861704912,2958580.799982422,54.8176693129972,fondos_mutuos_mas_etf,antes,2.3126255579792576,131.26255579792576,126.77274308209259,1.4210854715202004e-14
2015-01,Profuturo,6842089.573386067,126.7727430820926,78,5397129.861704912,2958580.799982422,54.8176693129972,fondos_mutuos_exterior,antes,2.3126255579792576,131.26255579792576,126.77274308209259,1.4210854715202004e-14
2015-02,Habitat,139355.31648561978,127.68350819389184,46,109141.202694716,68999.0067603531,63.21994357470428,total_exterior,antes,2.0196713406270868,101.96713406270868,127.68350819389181,2.842170943040401e-14
2015-02,Habitat,139355.31648561978,127.68350819389184,46,109141.202694716,67641.7037954395,61.97632253022104,rv_y_fondos_exterior,antes,2.060198201202249,106.01982012022488,127.68350819389181,2.842170943040401e-14
2015-02,Habitat,139355.31648561978,127.68350819389184,46,109141.202694716,67641.7037954395,61.97632253022104,fondos_exterior_amplio,antes,2.060198201202249,106.01982012022488,127.68350819389181,2.842170943040401e-14
2015-02,Habitat,139355.31648561978,127.68350819389184,46,109141.202694716,67641.7037954395,61.97632253022104,administradoras_fondos_exterior,antes,2.060198201202249,106.01982012022488,127.68350819389181,2.842170943040401e-14
2015-02,Habitat,139355.31648561978,127.68350819389184,46,109141.202694716,67641.7037954395,61.97632253022104,fondos_mutuos_mas_etf,antes,2.060198201202249,106.01982012022488,127.68350819389181,2.842170943040401e-14
2015-02,Habitat,139355.31648561978,127.68350819389184,46,109141.202694716,67641.7037954395,61.97632253022104,fondos_mutuos_exterior,antes,2.060198201202249,106.01982012022488,127.68350819389181,2.842170943040401e-14
2015-02,Integra,10613322.18963848,122.86236846029803,99,8638383.194662321,5349101.317381278,61.92248244655898,total_exterior,antes,1.9841318307342084,98.41318307342084,122.86236846029797,5.684341886080802e-14
2015-02,Integra,10613322.18963848,122.86236846029803,99,8638383.194662321,5060697.239447579,58.583847525710546,rv_y_fondos_exterior,antes,2.097205520794408,109.72055207944078,122.86236846029797,5.684341886080802e-14
2015-02,Integra,10613322.18963848,122.86236846029803,99,8638383.194662321,5034701.46608794,58.282914205506586,fondos_exterior_amplio,antes,2.108034063414933,110.80340634149329,122.86236846029797,5.684341886080802e-14
2015-02,Integra,10613322.18963848,122.86236846029803,99,8638383.194662321,5034701.46608794,58.282914205506586,administradoras_fondos_exterior,antes,2.108034063414933,110.80340634149329,122.86236846029797,5.684341886080802e-14
2015-02,Integra,10613322.18963848,122.86236846029803,99,8638383.194662321,5034701.46608794,58.282914205506586,fondos_mutuos_mas_etf,antes,2.108034063414933,110.80340634149329,122.86236846029797,5.684341886080802e-14
2015-02,Integra,10613322.18963848,122.86236846029803,99,8638383.194662321,5034701.46608794,58.282914205506586,fondos_mutuos_exterior,antes,2.108034063414933,110.80340634149329,122.86236846029797,5.684341886080802e-14
2015-02,Prima,9862077.210774444,119.66013651115475,71,8241739.8962728875,4908542.60366562,59.557116160452715,total_exterior,antes,2.0091660615127602,100.91660615127603,119.66013651115479,4.263256414560601e-14
2015-02,Prima,9862077.210774444,119.66013651115475,71,8241739.8962728875,4764314.479946098,57.807144364027245,rv_y_fondos_exterior,antes,2.069988715540461,106.9988715540461,119.66013651115479,4.263256414560601e-14
2015-02,Prima,9862077.210774444,119.66013651115475,71,8241739.8962728875,4670098.064276606,56.66398264265213,fondos_exterior_amplio,antes,2.111749491132382,111.1749491132382,119.66013651115479,4.263256414560601e-14
2015-02,Prima,9862077.210774444,119.66013651115475,71,8241739.8962728875,4670098.064276606,56.66398264265213,administradoras_fondos_exterior,antes,2.111749491132382,111.1749491132382,119.66013651115479,4.263256414560601e-14
2015-02,Prima,9862077.210774444,119.66013651115475,71,8241739.8962728875,4670098.064276606,56.66398264265213,fondos_mutuos_mas_etf,antes,2.111749491132382,111.1749491132382,119.66013651115479,4.263256414560601e-14
2015-02,Prima,9862077.210774444,119.66013651115475,71,8241739.8962728875,4670098.064276606,56.66398264265213,fondos_mutuos_exterior,antes,2.111749491132382,111.1749491132382,119.66013651115479,4.263256414560601e-14
2015-02,Profuturo,7123546.608508293,127.31018779789548,75,5595425.418597999,3571793.6753761773,63.834175387349426,total_exterior,antes,1.994389165762227,99.43891657622271,127.3101877978955,1.4210854715202004e-14
2015-02,Profuturo,7123546.608508293,127.31018779789548,75,5595425.418597999,3401446.025776263,60.78976612699694,rv_y_fondos_exterior,antes,2.0942700705893427,109.42700705893427,127.3101877978955,1.4210854715202004e-14
2015-02,Profuturo,7123546.608508293,127.31018779789548,75,5595425.418597999,3129696.5598210627,55.93312975665121,fondos_exterior_amplio,antes,2.2761141447257667,127.61141447257667,127.3101877978955,1.4210854715202004e-14
2015-02,Profuturo,7123546.608508293,127.31018779789548,75,5595425.418597999,3129696.5598210627,55.93312975665121,administradoras_fondos_exterior,antes,2.2761141447257667,127.61141447257667,127.3101877978955,1.4210854715202004e-14
2015-02,Profuturo,7123546.608508293,127.31018779789548,75,5595425.418597999,3129696.5598210627,55.93312975665121,fondos_mutuos_mas_etf,antes,2.2761141447257667,127.61141447257667,127.3101877978955,1.4210854715202004e-14
